Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
144000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,255,50,80
400000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,1,0,3,621,81,218
352000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,272,39,91
479200,"Charlestown, Boston, MA",2.0,1.0,1,56,1,1,1,3,342,68,119
592000,"Charlestown, Boston, MA",3.0,2.0,1,56,1,2,2,5,207,34,56
736000,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
472000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,215,33,76
736000,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
364000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,323,54,105
336000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,237,37,82
384000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,0,4,589,79,206
384000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,479,71,175
864000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,418,68,148
352000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,427,68,150
352000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,270,43,91
384000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,497,77,177
544000,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,239,37,82
408000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,262,37,87
760000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,459,69,161
624000,"Charlestown, Boston, MA",3.0,2.0,1,56,2,2,2,6,451,70,162
624000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,451,70,162
624000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,451,70,162
504000,"Charlestown, Boston, MA",2.0,2.0,1,56,2,2,2,6,245,38,82
656000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,3,3,8,541,75,195
464000,"Allston, Boston, MA",4.0,1.0,1,31,4,4,4,12,324,33,83
480000,"Allston, Boston, MA",4.0,1.0,3,31,6,7,7,20,303,39,65
360000,"Allston, Boston, MA",3.0,1.0,1,31,7,7,7,21,330,46,70
352000,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,318,41,67
416000,"Allston, Boston, MA",4.0,1.0,2,31,8,9,9,26,309,41,65
400000,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
400000,"Allston, Boston, MA",3.0,1.0,2,31,5,6,6,17,309,42,66
368000,"Allston, Boston, MA",3.0,1.0,2,31,6,7,7,20,330,37,67
380000,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,318,41,67
376000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,368,40,88
383840,"Allston, Boston, MA",3.0,1.0,3,31,7,8,8,23,313,34,71
384000,"Allston, Boston, MA",3.0,1.0,1,31,7,9,9,25,306,39,64
399840,"Allston, Boston, MA",3.0,1.0,3,53,7,8,8,23,313,34,71
392000,"Allston, Boston, MA",3.0,1.0,1,31,4,5,5,14,314,37,65
480000,"Allston, Allston, MA",4.0,1.0,1,31,4,5,5,14,326,41,68
496000,"Allston, Boston, MA",4.0,1.0,2,31,6,7,7,20,323,40,68
488000,"Allston, Boston, MA",4.0,1.0,1,31,8,8,8,24,352,41,81
512000,"Allston, Boston, MA",4.0,1.0,2,31,5,6,6,17,309,42,66
512000,"Allston, Boston, MA",4.0,1.0,1,31,8,9,9,26,309,41,64
304000,"Allston, Boston, MA",2.0,1.0,1,31,7,7,7,21,291,37,67
304000,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,313,41,64
304000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,297,38,64
304000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,300,38,63
304000,"Allston, Boston, MA",2.0,1.0,1,31,9,11,11,31,287,34,60
304000,"Allston, Allston, MA",2.0,1.0,1,31,4,5,5,14,326,41,68
416000,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,302,39,66
416000,"Allston, Boston, MA",3.0,1.0,1,31,6,7,7,20,311,42,65
416000,"Allston, Boston, MA",3.0,1.0,2,31,5,5,5,15,299,38,63
416000,"Allston, Boston, MA",3.0,1.0,1,31,7,7,7,21,330,46,70
416000,"Allston, Boston, MA",3.0,1.0,2,31,7,9,9,25,314,41,67
576000,"Allston, Boston, MA",4.0,1.0,2,31,5,6,6,17,309,42,66
560000,"Allston, Boston, MA",4.0,1.0,1,31,3,4,4,11,311,39,66
512000,"Allston, Boston, MA",4.0,1.0,1,31,9,11,11,31,291,37,61
408000,"Allston, Allston, MA",3.0,1.0,1,31,4,4,4,12,276,34,61
312000,"Allston, Boston, MA",2.0,1.0,1,31,4,4,4,12,267,31,57
320000,"Allston, Boston, MA",2.0,1.0,1,31,7,7,7,21,352,41,81
576000,"Allston, Boston, MA",4.0,1.0,2,31,7,7,7,21,311,41,67
448000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,322,37,80
448000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,316,34,79
448000,"Allston, Boston, MA",3.0,1.0,2,31,7,9,9,25,314,41,67
440000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,322,37,80
576000,"Allston, Boston, MA",5.0,1.0,1,31,6,7,7,20,323,42,68
544000,"Allston, Boston, MA",5.0,1.0,1,31,6,7,7,20,323,42,68
544000,"Allston, Boston, MA",5.0,1.0,1,31,6,7,7,20,323,42,68
319200,"Allston, Boston, MA",2.0,1.0,2,31,6,7,7,20,301,38,66
540000,"Allston, Boston, MA",4.0,1.0,3,31,5,6,6,17,303,39,65
528000,"Allston, Brighton, MA",4.0,1.0,1,56,8,9,9,26,309,41,64
540000,"Allston, Boston, MA",4.0,1.0,2,31,5,6,6,17,309,42,66
544000,"Allston, Boston, MA",4.0,1.0,1,31,5,6,6,17,329,43,70
524000,"Allston, Boston, MA",4.0,1.0,2,31,7,7,7,21,311,41,67
544000,"Allston, Boston, MA",4.0,1.0,1,31,6,7,7,20,323,42,68
496000,"Allston, Allston, MA",4.0,1.0,3,31,6,7,7,20,303,39,65
399840,"Allston, Allston, MA",3.0,1.0,2,31,7,8,8,23,313,34,71
528000,"Allston, Boston, MA",4.0,1.0,2,31,6,7,7,20,320,38,67
544000,"Allston, Allston, MA",4.0,1.0,1,31,4,4,4,12,310,36,72
440000,"Allston, Boston, MA",3.0,1.0,1,31,6,8,8,22,296,36,62
448000,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
448000,"Allston, Boston, MA",3.0,1.0,2,31,6,7,7,20,327,40,70
440000,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,318,41,67
432000,"Allston, Boston, MA",3.0,1.0,1,31,6,8,8,22,300,36,62
432000,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
432000,"Allston, Boston, MA",3.0,1.0,1,31,6,7,7,20,311,42,65
440000,"Allston, Boston, MA",3.0,1.0,1,31,7,6,6,19,309,40,66
448000,"Allston, Boston, MA",3.0,1.0,3,31,4,5,5,14,302,39,66
434400,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,309,39,65
448000,"Allston, Boston, MA",3.0,1.0,2,31,8,9,9,26,314,41,67
432000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,316,34,79
416000,"Allston, Brighton, MA",3.0,1.0,2,56,7,9,9,25,308,40,64
320000,"Allston, Boston, MA",2.0,1.0,2,31,6,7,7,20,311,41,66
424000,"Allston, Allston, MA",3.0,1.0,1,31,7,9,9,25,300,36,62
336000,"Allston, Boston, MA",2.0,1.0,1,31,5,5,5,15,342,38,84
480000,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,308,37,68
480000,"Allston, Boston, MA",4.0,2.0,3,31,6,7,7,20,311,37,65
479200,"Allston, Boston, MA",4.0,2.0,4,31,6,7,7,20,303,38,66
512000,"Allston, Allston, MA",4.0,1.0,1,31,9,11,11,31,291,37,61
512000,"Allston, Boston, MA",4.0,2.0,1,31,8,10,10,28,292,36,61
336000,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,313,41,64
336000,"Allston, Boston, MA",2.0,1.0,1,31,3,4,4,11,311,39,66
335200,"Allston, Boston, MA",2.0,1.0,2,31,8,9,9,26,314,41,67
344000,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,306,39,64
336000,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,306,39,64
336000,"Allston, Boston, MA",2.0,1.0,3,31,6,7,7,20,295,39,64
336000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
384000,"Allston, Boston, MA",3.0,2.0,2,31,5,6,6,17,315,39,68
512000,"Allston, Allston, MA",4.0,2.0,1,31,3,3,3,9,287,32,74
496000,"Allston, Allston, MA",4.0,2.0,1,31,6,6,6,18,306,41,64
560000,"Allston, Boston, MA",4.0,1.5,1,31,4,4,4,12,337,38,82
612000,"Allston, Boston, MA",5.0,2.0,3,53,7,8,8,23,313,34,71
480000,"Allston, Allston, MA",4.0,2.0,1,31,3,3,3,9,288,32,75
240000,"Allston, Boston, MA",1.0,1.0,2,31,6,7,7,20,311,41,66
352000,"Allston, Boston, MA",2.0,1.0,1,31,9,11,11,31,287,34,60
576000,"Allston, Boston, MA",4.0,2.0,2,31,5,5,5,15,299,38,63
576000,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
576000,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
576000,"Allston, Boston, MA",4.0,2.0,3,31,5,6,6,17,303,39,65
576000,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
576000,"Allston, Boston, MA",4.0,2.0,2,31,4,5,5,14,319,41,68
560000,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,339,42,73
560000,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
560000,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
560000,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
560000,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
560000,"Allston, Boston, MA",4.0,2.0,1,31,5,6,6,17,317,42,65
576000,"Allston, Boston, MA",4.0,2.0,1,31,7,7,7,21,330,46,70
576000,"Allston, Boston, MA",4.0,2.0,1,31,4,5,5,14,338,39,72
344000,"Allston, Allston, MA",2.0,1.0,1,31,3,3,3,9,296,32,76
320000,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,313,41,64
320000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,304,39,66
528000,"Allston, Boston, MA",4.0,1.0,1,31,8,9,9,26,309,41,64
736000,"Allston, Boston, MA",4.0,2.0,2,31,6,7,7,20,330,37,67
744000,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
352000,"Allston, Boston, MA",2.0,1.0,1,31,5,6,6,17,317,42,65
352000,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,303,38,60
351200,"Allston, Boston, MA",2.0,1.0,1,31,7,7,7,21,316,41,68
352000,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,309,41,64
364000,"Allston, Boston, MA",2.0,1.0,2,31,7,9,9,25,314,41,67
352000,"Allston, Boston, MA",2.0,1.0,1,31,5,6,6,17,318,41,67
352000,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,292,37,63
352000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,312,41,65
360000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
352000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
360000,"Allston, Boston, MA",2.0,1.0,2,31,7,9,9,25,314,41,67
351200,"Allston, Boston, MA",2.0,1.0,1,31,7,6,6,19,309,40,66
356000,"Allston, Boston, MA",2.0,1.0,2,31,6,7,7,20,311,41,66
363200,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
361600,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
576000,"Allston, Allston, MA",4.0,2.0,1,31,7,7,7,21,330,46,70
360000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,312,41,65
312000,"Allston, Boston, MA",1.0,1.0,1,31,4,5,5,14,313,38,64
256000,"Allston, Boston, MA",1.0,1.0,2,31,7,9,9,25,301,38,63
360000,"Allston, Boston, MA",2.0,1.0,3,31,5,6,6,17,303,39,65
512000,"Allston, Allston, MA",4.0,1.5,1,31,6,7,7,20,312,41,65
528000,"Allston, Boston, MA",4.0,2.0,2,31,6,7,7,20,301,38,66
544000,"Allston, Boston, MA",4.0,2.0,1,31,6,8,8,22,303,38,60
544000,"Allston, Allston, MA",4.0,2.0,3,31,6,7,7,20,295,39,64
416000,"Allston, Allston, MA",4.0,1.0,2,31,6,7,7,20,301,38,66
720000,"Allston, Boston, MA",5.0,2.0,1,31,3,3,3,9,302,33,79
720000,"Allston, Boston, MA",5.0,2.0,1,31,7,7,7,21,334,41,81
520000,"Allston, Boston, MA",4.0,2.0,1,31,7,8,8,23,307,35,69
336000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
383200,"Allston, Boston, MA",2.0,1.0,1,31,8,7,7,22,312,40,65
380000,"Allston, Boston, MA",2.0,1.0,1,31,3,3,3,9,278,32,75
432000,"Allston, Boston, MA",3.0,2.0,3,31,7,8,8,23,304,38,66
440000,"Allston, Boston, MA",3.0,2.0,1,31,7,9,9,25,305,39,64
436000,"Allston, Boston, MA",3.0,2.0,1,31,5,6,6,17,318,41,67
672000,"Allston, Boston, MA",5.0,2.0,1,31,4,4,4,12,299,34,73
720000,"Allston, Boston, MA",5.0,2.0,2,31,7,8,8,23,307,35,69
720000,"Allston, Boston, MA",5.0,2.0,1,31,6,7,7,20,308,41,64
720000,"Allston, Boston, MA",5.0,2.0,1,31,6,7,7,20,308,41,64
720000,"Allston, Boston, MA",5.0,2.0,1,31,5,6,6,17,359,41,77
688000,"Allston, Boston, MA",5.0,2.0,1,31,4,5,5,14,338,39,72
527840,"Allston, Boston, MA",5.0,2.0,3,31,7,8,8,23,313,34,71
384000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,339,42,73
380000,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,306,39,64
368000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,314,41,67
384000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,339,42,73
380000,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,307,40,64
384000,"Allston, Boston, MA",2.0,1.0,1,31,4,5,5,14,318,41,68
384000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,314,41,67
383200,"Allston, Boston, MA",2.0,1.0,1,31,8,7,7,22,312,40,65
384000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,314,41,67
368000,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,307,40,64
384000,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,312,41,65
368000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
367200,"Allston, Boston, MA",2.0,1.0,1,31,8,7,7,22,312,40,65
383200,"Allston, Boston, MA",2.0,1.0,1,31,9,8,8,25,312,40,65
384000,"Allston, Boston, MA",2.0,1.0,2,31,7,7,7,21,311,41,67
384000,"Allston, Boston, MA",2.0,1.0,2,31,7,9,9,25,301,38,63
376000,"Allston, Boston, MA",2.0,1.0,1,31,9,11,11,31,289,36,61
480000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,322,37,80
360000,"Allston, Allston, MA",2.0,1.0,2,31,8,9,9,26,304,39,66
272000,"Allston, Boston, MA",1.0,1.0,2,31,6,7,7,20,311,41,66
272000,"Allston, Boston, MA",1.0,1.0,2,31,4,5,5,14,319,41,68
264000,"Allston, Boston, MA",1.0,1.0,1,56,8,9,9,26,313,41,64
272000,"Allston, Boston, MA",1.0,1.0,2,31,6,7,7,20,311,41,66
272000,"Allston, Boston, MA",1.0,1.0,2,31,4,5,5,14,319,41,68
272000,"Allston, Boston, MA",1.0,1.0,1,31,7,9,9,25,308,40,66
672000,"Allston, Allston, MA",5.0,2.0,3,31,5,6,6,17,317,39,68
720000,"Allston, Boston, MA",5.0,2.0,3,31,7,8,8,23,302,35,68
624000,"Allston, Boston, MA",5.0,2.0,1,31,7,9,9,25,308,40,66
560000,"Allston, Boston, MA",5.0,1.5,1,31,7,7,7,21,320,36,73
360000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
352000,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,292,37,63
464000,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
496000,"Allston, Boston, MA",3.0,1.0,2,31,7,9,9,25,314,41,67
479200,"Allston, Boston, MA",3.0,1.0,1,31,8,9,9,26,307,40,64
480000,"Allston, Boston, MA",3.0,1.0,1,31,8,9,9,26,313,41,64
496000,"Allston, Allston, MA",3.0,1.0,1,31,4,5,5,14,326,41,68
352000,"Allston, Allston, MA",2.0,1.0,3,31,5,6,6,17,303,39,65
352000,"Allston, Boston, MA",2.0,1.0,2,31,8,9,9,26,304,39,66
384000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
456000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
400000,"North End, Boston, MA",2.0,1.0,1,25,2,2,0,4,840,103,288
480000,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,883,105,320
336000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,851,107,299
416000,"North End, Boston, MA",2.0,1.0,1,25,2,2,0,4,840,103,288
432000,"North End, Boston, MA",2.0,1.0,1,25,2,2,0,4,851,107,299
440000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
340800,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,863,101,308
336000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,851,107,299
352000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
352000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
462400,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
464000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
464000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
544000,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,883,105,320
528000,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,834,103,280
543200,"North End, Boston, MA",3.0,1.0,1,25,2,2,0,4,841,100,292
512000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
454400,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
576000,"North End, Boston, MA",3.0,1.0,2,20,2,2,0,4,868,100,312
352000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,851,107,299
352000,"North End, Boston, MA",1.0,1.0,1,25,2,2,0,4,851,107,299
880000,"North End, Boston, MA",4.0,1.0,2,25,3,2,0,5,873,108,313
576000,"North End, Boston, MA",3.0,1.0,2,20,2,2,0,4,868,100,312
384000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
400000,"North End, Boston, MA",2.0,1.0,2,20,3,2,0,5,885,105,318
384000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,874,101,313
376000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,874,101,313
368000,"North End, Boston, MA",1.0,1.0,1,25,2,2,0,4,851,107,299
272000,"North End, Boston, MA",1.0,1.0,2,20,2,2,0,4,874,108,314
368000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,863,101,308
416000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,842,100,290
416000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,841,100,292
416000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,841,100,292
288000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
288000,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,885,105,318
288000,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,885,105,318
398400,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,863,101,308
880000,"North End, Boston, MA",4.0,1.0,2,25,3,2,0,5,873,108,313
443200,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
440000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
444800,"North End, Boston, MA",2.0,1.0,2,20,2,2,0,4,883,106,316
448000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
448000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
638400,"North End, Boston, MA",3.0,1.0,3,20,4,2,0,6,886,111,320
304000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,841,100,292
300000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
300000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
308000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
628000,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,883,105,320
624000,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,863,101,308
624000,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,873,108,313
331200,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
328000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
320000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
428000,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,889,104,318
320000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
328000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
424000,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,889,104,318
328000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,842,100,290
600000,"North End, Boston, MA",3.0,1.0,3,20,4,2,0,6,887,108,320
592000,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,868,101,308
576000,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,863,101,308
838400,"North End, Boston, MA",4.0,2.0,3,20,4,2,0,6,886,111,320
832000,"North End, Boston, MA",4.0,2.0,1,20,2,2,0,4,839,102,287
800000,"North End, Boston, MA",4.0,2.0,1,20,3,2,0,5,874,101,313
416000,"North End, Boston, MA",2.0,2.0,1,20,2,2,0,4,841,100,292
536000,"North End, Boston, MA",2.0,1.0,2,25,4,3,3,10,856,110,325
640000,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,834,103,280
460000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
456000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
456000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,841,100,292
456000,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,886,111,320
592000,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,868,101,308
552000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,866,99,309
536000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,866,99,309
672000,"North End, Boston, MA",3.0,2.0,1,20,3,2,0,5,868,101,308
672000,"North End, Boston, MA",3.0,2.0,1,20,3,2,0,5,868,101,308
336000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
336000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
352000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,840,103,288
352000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,840,103,288
336000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
336000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,885,106,315
352000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,841,100,292
344000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
352000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
727200,"North End, Boston, MA",3.0,1.5,3,20,4,2,0,6,887,108,320
736000,"North End, Boston, MA",3.0,1.0,2,20,3,2,0,5,885,106,315
552000,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,834,103,280
472000,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
521600,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
576000,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
578400,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
384000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
384000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,885,105,318
488000,"North End, Boston, MA",2.0,2.0,1,20,2,2,0,4,840,103,288
383200,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,874,108,314
368000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
536000,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
368000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
368000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
368000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
368000,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
366400,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
368000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
590400,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
392000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,887,108,320
400000,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,883,105,320
368000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
528000,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
488000,"North End, Boston, MA",2.0,2.0,2,20,3,2,0,5,885,105,318
392000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,866,99,309
400000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
392000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
396800,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
392000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,887,108,320
544000,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
448000,"North End, Boston, MA",1.0,1.0,2,21,4,3,3,10,848,100,304
496000,"North End, Boston, MA",2.0,2.0,2,20,3,2,0,5,885,105,318
440000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,883,105,320
440000,"North End, Boston, MA",1.0,1.0,2,20,2,2,0,4,868,100,312
480000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
392000,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
408000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,866,99,309
416000,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,840,103,288
