Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife,Median Household Income by Area,Median Age by Area,Total Population by Area,Occupied by Area,Vacant by Area,Work Commute Short by Area,Work Commute Average by Area,Work Commute Long by Area,Compare Median Sale Price
1200000,Chinatown,2.0,2.5,5,18,5,1,1,7,1074,126,407,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
1320000,Chinatown,3.0,3.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
640000,Chinatown,1.0,1.5,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
864000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
864000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
832000,Chinatown,2.0,2.0,5,18,6,1,1,8,1090,133,415,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
799200,Chinatown,2.0,2.0,5,18,6,1,1,8,1090,133,415,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
800000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
800000,Chinatown,2.0,2.0,5,18,6,1,1,8,1090,133,415,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
800000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
640000,Chinatown,1.0,1.5,5,18,6,1,1,8,1090,133,415,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
640000,Chinatown,1.0,1.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
640000,Chinatown,1.0,1.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
632000,Chinatown,1.0,1.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
640000,Chinatown,1.0,1.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
616000,Chinatown,1.0,1.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
928000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
1040000,Chinatown,2.0,2.5,5,18,6,1,1,8,1090,133,415,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
1032000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
1200000,Chinatown,2.0,2.0,5,18,6,1,1,8,1096,133,415,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
640000,Chinatown,1.0,2.0,5,18,4,1,1,6,1093,136,416,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
640000,Chinatown,1.0,1.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
1264000,Chinatown,2.0,2.5,4,18,4,1,1,6,1093,136,416,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
960000,Chinatown,2.0,2.0,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
880000,Chinatown,2.0,2.0,4,18,4,1,1,6,1093,136,416,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
920000,Chinatown,2.0,2.0,4,18,4,1,1,6,1093,136,416,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
352000,Chinatown,1.0,1.0,2,18,1,1,1,3,1087,140,421,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
4800000,Chinatown,3.0,3.5,4,18,4,1,1,6,1093,136,416,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
2720000,Chinatown,3.0,3.5,4,18,4,1,1,6,1079,136,413,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,1
442000,Chinatown,2.0,2.0,4,28,4,1,1,6,1110,137,421,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
572000,Chinatown,3.0,2.0,1,18,1,1,1,3,1090,136,421,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
418000,Chinatown,2.0,1.0,4,18,2,1,1,4,1028,133,400,56074.5,28.6,5015,2415,546,2870.0,22205.0,6330.0,0
332000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1058,120,400,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
392000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
424000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1013,118,375,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
468000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
404000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1027,116,381,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
416000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
415200,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1043,123,391,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1013,118,375,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
420000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,3,20,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
440000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
431200,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
336000,Beacon Hill,1.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
616800,Beacon Hill,3.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
336000,Beacon Hill,1.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
304000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
456000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
463200,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
456000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1013,118,375,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
456000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1069,126,393,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
335200,Beacon Hill,1.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
352000,Beacon Hill,1.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
488000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
500000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
492000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
568000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
495200,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
480000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
479200,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
360000,Beacon Hill,1.0,1.0,1,21,8,0,0,8,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
368000,Beacon Hill,1.0,1.0,3,21,6,0,0,6,1069,126,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
380000,Beacon Hill,1.0,1.0,3,21,6,0,0,6,1069,126,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
446400,Beacon Hill,1.0,1.0,1,21,7,0,0,7,1067,125,405,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
368000,Beacon Hill,1.0,1.0,1,21,7,0,0,7,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
351200,Beacon Hill,1.0,1.0,1,21,8,0,0,8,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
368000,Beacon Hill,1.0,1.0,1,21,6,0,0,6,1058,120,400,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
528000,Beacon Hill,2.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
368000,Beacon Hill,1.0,1.0,1,21,6,0,0,6,1058,120,400,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
508000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1070,127,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
512000,Beacon Hill,2.0,1.0,3,21,5,0,1,6,1112,129,425,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
504000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1069,126,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
512000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
384000,Beacon Hill,1.0,1.0,2,20,3,0,0,3,1025,116,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
383200,Beacon Hill,1.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,1.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,1.0,1.0,3,21,6,0,0,6,1069,126,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,1.0,1.0,3,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
495200,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
367200,Beacon Hill,1.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,2.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
720000,Beacon Hill,3.0,1.0,1,21,7,0,0,7,1067,125,405,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,1
412000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
512000,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,1.0,1.0,2,21,7,0,0,7,1065,128,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
464000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
544000,Beacon Hill,2.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
544000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,998,113,368,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
592000,Beacon Hill,2.0,1.0,1,21,8,0,0,8,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
432000,Beacon Hill,1.0,1.0,2,21,5,0,1,6,1091,130,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
480000,Beacon Hill,1.0,1.0,2,21,7,0,0,7,1070,127,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
552000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
560000,Beacon Hill,2.0,2.0,2,21,5,0,1,6,1112,129,425,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
576000,Beacon Hill,2.0,2.5,1,20,5,0,0,5,1081,121,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
576000,Beacon Hill,2.0,2.5,1,20,5,0,0,5,1081,121,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
480000,Beacon Hill,1.0,1.0,1,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
476000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
460000,Beacon Hill,1.0,1.0,3,21,6,0,0,6,1070,127,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
608000,Beacon Hill,2.0,1.0,2,21,7,0,0,7,998,113,368,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
544000,Beacon Hill,2.0,2.0,1,20,5,0,0,5,1081,121,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
512000,Beacon Hill,1.0,1.0,3,20,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
512000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,998,113,368,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
640000,Beacon Hill,2.0,1.5,1,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
1008000,Beacon Hill,3.0,3.0,4,20,3,0,0,3,1040,119,392,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,1
383200,Beacon Hill,1.0,1.0,1,21,6,0,0,6,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
528000,Beacon Hill,3.0,1.0,1,21,7,0,0,7,1043,123,391,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
464000,Beacon Hill,5.0,1.0,2,21,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
276000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1027,116,381,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
408000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
304000,Beacon Hill,1.0,1.0,2,21,7,0,0,7,1085,129,412,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
416000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
410400,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
408000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
415200,Beacon Hill,2.0,1.0,2,21,6,0,0,6,1065,128,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
420000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1069,126,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
300000,Beacon Hill,1.0,1.0,1,21,7,0,0,7,1067,125,405,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
384000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1069,126,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
400000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,1.0,1,20,5,0,2,7,1129,126,414,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
436000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
312000,Beacon Hill,1.0,1.0,2,20,3,0,0,3,1025,116,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
336000,Beacon Hill,1.0,1.0,3,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
336000,Beacon Hill,1.0,1.0,3,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
287200,Beacon Hill,1.0,1.0,2,31,3,0,0,3,1025,116,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
384000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1043,124,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
404000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
432000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1043,123,391,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
304000,Beacon Hill,1.0,1.0,2,21,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,3,20,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,3,20,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
448000,Beacon Hill,2.0,1.0,3,20,5,0,1,6,1105,126,421,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
472000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1043,123,391,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
452000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1046,122,390,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
452800,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1013,118,375,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
440000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1013,118,375,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
464000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
456000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1061,124,399,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
452000,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1046,122,390,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
512000,Beacon Hill,2.0,1.0,1,20,5,0,2,7,1129,126,414,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
351200,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1068,122,405,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
463200,Beacon Hill,2.0,1.0,3,21,7,0,0,7,1046,122,390,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
784000,Beacon Hill,4.0,2.0,2,20,5,0,0,5,1094,129,419,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,1
448000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1065,128,404,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
332000,Beacon Hill,1.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
376000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,1022,121,377,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
480000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1044,117,383,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
464000,Beacon Hill,2.0,1.0,4,21,7,0,0,7,1049,121,395,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
336000,Beacon Hill,1.0,1.0,2,20,3,0,0,3,1025,116,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
464000,Beacon Hill,2.0,1.0,3,21,6,0,0,6,1043,124,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
336000,Beacon Hill,1.0,1.0,3,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
500000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1074,127,410,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
496000,Beacon Hill,2.0,1.0,1,21,7,0,0,7,1036,126,388,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
352000,Beacon Hill,1.0,1.0,3,21,6,0,0,6,1046,125,386,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
480000,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1085,129,412,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
495200,Beacon Hill,2.0,1.0,2,21,7,0,0,7,1087,126,417,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
364000,Beacon Hill,1.0,1.0,3,21,7,0,0,7,1039,125,387,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
368000,Beacon Hill,1.0,1.0,4,21,7,0,0,7,998,113,368,142630.33,34.5,8204,5138,1011,5245.0,35560.0,16340.0,0
383200,Back Bay,2.0,1.0,1,28,2,0,3,5,859,88,297,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
447200,Back Bay,2.0,1.0,3,28,4,1,1,6,926,94,304,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
472000,Back Bay,2.0,1.0,1,28,4,0,3,7,957,96,323,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
280000,Back Bay,1.0,1.0,2,28,4,3,3,10,746,99,256,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
464000,Back Bay,2.0,1.0,2,28,3,2,2,7,792,99,274,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
296000,Back Bay,0.0,1.0,1,28,6,1,1,8,1099,118,396,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
528000,Back Bay,2.0,1.0,1,28,6,1,1,8,1134,126,415,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
600000,Back Bay,3.0,1.0,4,32,2,3,3,8,617,83,229,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
512000,Back Bay,2.0,1.0,3,28,2,0,3,5,765,81,272,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
704000,Back Bay,3.0,1.0,2,28,3,2,2,7,792,99,274,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,1
768000,Back Bay,3.0,1.5,4,28,4,5,5,14,868,109,288,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,1
364000,Back Bay,1.0,1.0,3,21,2,0,3,5,765,81,272,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
472000,Back Bay,2.0,1.0,2,21,2,2,2,6,684,70,235,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
448000,Back Bay,2.0,1.0,1,21,1,0,2,3,658,65,253,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
364800,Back Bay,1.0,1.0,3,21,2,0,3,5,765,81,272,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
384000,Back Bay,1.0,1.0,2,28,3,2,2,7,792,99,274,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
384000,Back Bay,1.0,1.0,1,28,2,0,3,5,858,90,298,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
384000,Back Bay,1.0,1.0,3,28,3,1,1,5,843,85,300,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
376000,Back Bay,1.0,1.0,3,21,2,0,3,5,765,81,272,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
368000,Back Bay,1.0,1.0,4,28,3,1,1,5,1046,120,358,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
384000,Back Bay,1.0,1.0,1,28,6,1,1,8,1134,126,415,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
480000,Back Bay,2.0,2.0,1,28,6,1,1,8,1134,126,415,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
496000,Back Bay,2.0,1.0,1,21,3,3,3,9,693,91,239,117155.38,42.2,23175,12825,5647,13380.0,116610.0,34735.0,0
