Rent,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
2600,"North End, Boston, MA",1.0,1.0,1,20,3,3,3,9,814,99,273
2450,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,886,111,320
5000,"North End, Boston, MA",2.0,2.0,2,25,3,2,0,5,886,111,318
2450,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
3300,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,834,103,280
2400,"North End, Boston, MA",1.0,1.0,2,20,2,2,0,4,868,100,312
3400,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
2650,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,853,101,302
2700,"West End, Boston, MA",3.0,1.0,2,21,6,0,0,6,1043,124,388
3775,"West End, Boston, MA",4.0,1.0,2,21,6,0,0,6,1043,124,388
1900,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,875,106,315
3750,"West End, Boston, MA",4.0,1.0,2,21,6,0,0,6,1043,124,388
2990,"West End, Boston, MA",1.0,1.0,5,21,5,1,0,6,877,105,314
2600,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
3590,"West End, Boston, MA",1.0,1.0,5,21,5,1,0,6,877,105,314
3590,"West End, Boston, MA",1.0,1.0,5,21,5,1,0,6,877,105,314
3590,"West End, Boston, MA",1.0,1.0,5,21,5,1,0,6,877,105,314
3867,"West End, Boston, MA",3.0,3.0,4,21,7,0,0,7,932,108,338
4525,"West End, Boston, MA",3.0,2.0,3,21,4,0,0,4,854,100,305
4000,"West End, Boston, MA",2.0,2.0,5,21,7,2,0,9,898,106,320
3790,"West End, Boston, MA",1.0,1.0,5,21,5,1,0,6,877,105,314
3592,"West End, Boston, MA",3.0,2.0,1,21,5,0,0,5,944,114,334
3967,"West End, Boston, MA",3.0,2.0,5,21,6,2,0,8,890,106,318
3697,"West End, Boston, MA",3.0,2.0,1,21,5,0,0,5,924,112,327
13909,"West End, Boston, MA",3.0,2.0,5,21,5,2,0,7,899,105,321
4760,"West End, Boston, MA",3.0,3.0,3,21,6,2,0,8,853,100,306
5295,"West End, Boston, MA",2.0,2.0,4,21,6,2,0,8,867,103,311
1900,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,875,106,315
1900,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,875,106,315
1900,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,875,106,315
2400,"West End, Boston, MA",1.0,1.0,1,21,5,0,0,5,914,109,330
5800,"West End, Boston, MA",4.0,2.0,2,21,6,0,0,6,1006,122,368
2600,"West End, Boston, MA",1.0,1.0,1,21,6,0,0,6,914,109,330
3250,"West End, Boston, MA",2.0,2.0,1,21,4,0,0,4,864,102,306
3200,"West End, Boston, MA",2.0,2.0,1,21,5,0,0,5,914,109,330
3300,"West End, Boston, MA",2.0,2.0,1,21,6,0,0,6,914,109,330
3800,"West End, Boston, MA",2.0,2.0,1,21,4,0,0,4,864,102,306
4160,"West End, Boston, MA",2.0,2.0,4,21,7,0,0,7,1007,123,370
3450,"West End, Boston, MA",2.0,2.0,1,21,5,0,0,5,914,109,330
2600,"West End, Boston, MA",2.0,1.0,1,21,4,0,0,4,886,105,315
3950,"West End, Boston, MA",4.0,1.0,2,21,6,0,0,6,1043,124,388
1900,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,875,106,315
2950,"West End, Boston, MA",2.0,1.0,4,21,7,0,0,7,1039,125,387
2500,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2300,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2200,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2600,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2300,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2375,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2300,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,886,105,315
2500,"West End, Boston, MA",1.0,1.0,1,21,5,0,0,5,914,109,330
2450,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
2100,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
2600,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
3200,"West End, Boston, MA",2.0,2.0,1,21,5,0,0,5,914,109,330
3200,"West End, Boston, MA",2.0,2.0,1,21,6,0,0,6,914,109,330
2850,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
2950,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
2900,"West End, Boston, MA",1.0,1.0,1,21,6,0,0,6,914,109,330
3300,"West End, Boston, MA",2.0,2.0,1,21,4,0,0,4,864,102,306
3750,"West End, Boston, MA",2.0,2.0,5,21,7,2,0,9,898,106,320
3450,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
2800,"West End, Boston, MA",1.0,1.0,1,21,4,0,0,4,864,102,306
7100,"West End, Boston, MA",2.0,2.0,1,21,5,0,0,5,944,114,334
5400,"West End, Boston, MA",1.0,1.0,1,21,5,0,0,5,944,114,334
6900,"West End, Boston, MA",2.0,2.0,1,21,5,0,0,5,944,114,334
3800,"West End, Boston, MA",2.0,2.0,5,21,7,2,0,9,898,106,320
2990,"Downtown, Boston, MA",1.0,1.0,4,25,2,1,0,3,889,108,348
3115,"Downtown, Boston, MA",2.0,2.0,4,25,2,1,0,3,889,108,348
5537,"Downtown, Boston, MA",2.0,2.0,1,42,2,1,1,4,926,108,364
1200,"Downtown, Boston, MA",1.0,0.0,4,20,2,1,0,3,991,111,382
1300,"Downtown, Boston, MA",1.0,0.0,4,20,2,1,0,3,991,111,382
6059,"Downtown, Boston, MA",3.0,3.0,5,25,2,1,0,3,962,107,371
7840,"Downtown, Boston, MA",3.0,2.0,2,18,1,0,1,2,1068,136,414
2595,"Downtown, Boston, MA",2.0,1.0,4,20,2,1,0,3,991,111,382
2595,"Downtown, Boston, MA",2.0,1.0,4,20,2,1,0,3,991,111,382
3195,"Downtown, Boston, MA",3.0,1.5,4,20,1,0,0,1,995,114,387
1895,"Downtown, Boston, MA",1.0,1.0,5,20,3,1,0,4,966,107,369
4200,"Downtown, Boston, MA",2.0,2.5,1,23,2,2,2,6,866,108,330
2895,"Downtown, Boston, MA",1.0,1.0,2,23,2,1,1,4,897,112,346
2895,"Downtown, Boston, MA",1.0,1.0,2,23,2,1,1,4,897,112,346
2550,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
2800,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
6094,"Downtown, Boston, MA",3.0,2.0,5,20,3,1,0,4,966,107,369
3200,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,892,111,347
1350,"Downtown, Boston, MA",3.0,1.0,2,18,2,0,0,2,977,123,389
3000,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,892,111,347
6830,"Downtown, Boston, MA",4.0,3.0,5,20,3,1,0,4,966,107,369
3000,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
6000,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
3500,"Downtown, Boston, MA",1.0,1.5,1,23,1,1,1,3,864,109,329
3700,"Downtown, Boston, MA",1.0,1.0,4,20,3,0,0,3,1005,115,391
4500,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
5000,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
10000,"Downtown, Boston, MA",2.0,2.5,1,23,2,2,2,6,866,108,330
3650,"Downtown, Boston, MA",2.0,1.5,1,23,2,2,2,6,862,110,327
4200,"Downtown, Boston, MA",2.0,2.0,1,23,2,2,2,6,892,111,347
10000,"Downtown, Boston, MA",1.0,2.5,1,23,2,2,2,6,866,108,330
14750,"Downtown, Boston, MA",3.0,4.5,1,42,2,1,1,4,908,110,360
6950,"Downtown, Boston, MA",1.0,2.0,2,23,3,2,2,7,885,109,343
1900,"Downtown, Boston, MA",2.0,1.0,3,18,2,0,0,2,978,124,388
2750,"Downtown, Boston, MA",3.0,1.5,4,20,1,0,0,1,995,114,387
10750,"Downtown, Boston, MA",3.0,2.5,1,23,2,2,2,6,866,108,330
1990,"Downtown, Boston, MA",1.0,1.0,3,23,2,1,0,3,900,109,350
3675,"Downtown, Boston, MA",4.0,3.0,4,20,2,1,0,3,995,114,387
3900,"Downtown, Boston, MA",4.0,1.0,5,20,2,1,0,3,977,107,376
2700,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,862,110,327
2500,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,862,110,327
4000,"Downtown, Boston, MA",2.0,2.0,2,23,2,1,1,4,897,112,346
2750,"Downtown, Boston, MA",1.0,1.0,3,25,3,2,2,7,900,109,350
2750,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
4400,"Downtown, Boston, MA",1.0,1.5,1,42,2,1,1,4,908,110,360
2800,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,892,111,347
3200,"Downtown, Boston, MA",1.0,1.0,2,23,3,2,2,7,884,107,348
3000,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,892,111,347
2975,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
3100,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
3000,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
4400,"Downtown, Boston, MA",1.0,1.5,4,20,3,0,0,3,1005,115,391
3200,"Downtown, Boston, MA",1.0,1.0,2,23,3,2,2,7,884,107,348
3200,"Downtown, Boston, MA",1.0,1.0,1,23,2,2,2,6,866,108,330
6900,"Downtown, Boston, MA",4.0,3.0,1,23,2,2,2,6,866,108,330
6500,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
8750,"Downtown, Boston, MA",2.0,2.5,2,23,3,2,2,7,885,109,343
4300,"Downtown, Boston, MA",2.0,2.0,4,25,3,2,2,7,871,107,341
4250,"Downtown, Boston, MA",2.0,2.0,4,25,2,1,0,3,900,109,350
4300,"Downtown, Boston, MA",2.0,2.0,4,25,3,2,2,7,871,107,341
3700,"Downtown, Boston, MA",1.0,1.0,4,25,2,1,0,3,900,109,350
9500,"Downtown, Boston, MA",2.0,2.0,2,23,3,2,2,7,884,107,348
5500,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
6000,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
8500,"Downtown, Boston, MA",2.0,2.0,4,25,3,2,2,7,871,107,341
8400,"Downtown, Boston, MA",2.0,2.0,1,23,1,1,1,3,864,109,329
3750,"Downtown, Boston, MA",1.0,1.0,2,23,3,2,2,7,885,109,343
4600,"Downtown, Boston, MA",2.0,2.0,4,20,3,0,0,3,1005,115,391
24000,"Downtown, Boston, MA",3.0,3.5,2,23,3,2,2,7,885,109,343
10000,"Downtown, Boston, MA",1.0,2.0,1,23,2,2,2,6,866,108,330
10000,"Downtown, Boston, MA",1.0,2.0,1,23,2,2,2,6,866,108,330
9200,"Downtown, Boston, MA",2.0,2.0,1,42,2,1,1,4,908,110,360
10000,"Downtown, Boston, MA",1.0,2.0,1,23,2,2,2,6,866,108,330
8500,"Downtown, Boston, MA",2.0,2.5,1,42,2,1,1,4,908,110,360
1795,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1075,132,417
2100,"Chinatown, Boston, MA",1.0,1.0,5,18,4,1,1,6,1090,133,415
1995,"Chinatown, Boston, MA",1.0,1.0,2,18,1,1,1,3,1088,148,419
2500,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1096,133,415
3990,"Chinatown, Boston, MA",2.0,2.0,1,18,1,1,1,3,1090,136,421
5400,"Chinatown, Boston, MA",2.0,2.0,5,18,4,1,1,6,1093,136,416
7500,"Chinatown, Boston, MA",2.0,2.5,5,18,6,1,1,8,1090,133,415
4911,"Chinatown, Boston, MA",3.0,3.0,4,18,2,1,1,4,1061,135,414
3500,"Chinatown, Boston, MA",1.0,1.0,5,18,4,1,1,6,1093,136,416
4099,"Chinatown, Boston, MA",2.0,2.0,4,28,3,1,1,5,1095,135,418
2575,"Chinatown, Boston, MA",1.0,1.0,4,28,4,1,1,6,1110,137,421
4656,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1075,132,417
2500,"Chinatown, Boston, MA",2.0,1.0,2,18,1,1,1,3,1087,140,421
2500,"Chinatown, Boston, MA",2.0,1.0,2,18,1,1,1,3,1087,140,421
1700,"Chinatown, Boston, MA",1.0,1.0,3,18,1,1,1,3,1049,136,410
2450,"Chinatown, Boston, MA",2.0,1.0,3,18,2,1,1,4,1078,136,422
2200,"Chinatown, Boston, MA",2.0,1.0,3,18,1,1,1,3,1060,135,414
3025,"Chinatown, Boston, MA",2.0,1.0,4,18,2,1,1,4,1049,135,410
2850,"Chinatown, Boston, MA",2.0,1.0,2,18,1,1,1,3,1087,140,421
3900,"Chinatown, Boston, MA",3.0,1.5,2,18,1,1,1,3,1087,144,414
3200,"Chinatown, Boston, MA",2.0,1.0,3,18,2,1,1,4,1078,136,422
2800,"Chinatown, Boston, MA",2.0,1.0,1,18,1,1,1,3,1097,146,423
2300,"Chinatown, Boston, MA",1.0,1.0,2,18,1,1,1,3,1087,140,421
3000,"Chinatown, Boston, MA",2.0,1.0,2,18,1,1,1,3,1092,139,426
2500,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
2195,"Chinatown, Boston, MA",1.0,1.0,2,18,1,1,1,3,1087,140,421
2550,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
2700,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
2895,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
4600,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1096,133,415
3850,"Chinatown, Boston, MA",1.0,2.0,5,18,4,1,1,6,1093,136,416
4350,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
5000,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1090,133,415
4800,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1096,133,415
6200,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
5000,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
6600,"Chinatown, Boston, MA",2.0,2.5,5,18,6,1,1,8,1090,133,415
4000,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
24000,"Chinatown, Boston, MA",3.0,3.5,4,18,4,1,1,6,1093,136,416
15000,"Chinatown, Boston, MA",3.0,4.5,5,18,6,1,1,8,1090,133,415
3300,"Chinatown, Boston, MA",3.0,1.0,3,18,2,1,1,4,1078,136,422
2400,"Chinatown, Boston, MA",2.0,1.0,4,18,2,1,1,4,1028,133,400
2200,"Chinatown, Boston, MA",2.0,1.0,1,18,1,1,1,3,1097,146,423
2400,"Chinatown, Boston, MA",2.0,1.0,3,18,2,1,1,4,1078,136,422
2500,"Chinatown, Boston, MA",2.0,1.0,4,18,2,1,1,4,1060,135,414
2000,"Chinatown, Boston, MA",1.0,1.0,1,18,1,1,1,3,1097,146,423
2000,"Chinatown, Boston, MA",1.0,1.0,1,18,1,1,1,3,1097,146,423
1900,"Chinatown, Boston, MA",1.0,1.0,2,18,1,1,1,3,1087,140,421
2900,"Chinatown, Boston, MA",2.0,1.0,4,18,2,1,1,4,1049,135,410
4500,"Chinatown, Boston, MA",3.0,2.0,1,18,1,1,1,3,1097,146,423
2000,"Chinatown, Boston, MA",1.0,1.0,1,18,1,1,1,3,1097,146,423
2995,"Chinatown, Boston, MA",2.0,1.0,2,18,1,1,1,3,1087,140,421
2100,"Chinatown, Boston, MA",1.0,1.0,5,18,4,1,1,6,1090,133,415
2900,"Chinatown, Boston, MA",2.0,2.0,4,18,2,1,1,4,1049,135,410
2400,"Chinatown, Boston, MA",1.0,1.0,4,18,2,1,1,4,1049,135,410
2250,"Chinatown, Boston, MA",1.0,1.0,4,18,2,1,1,4,1028,133,400
2900,"Chinatown, Boston, MA",2.0,2.0,4,18,2,1,1,4,1049,135,410
3100,"Chinatown, Boston, MA",2.0,1.5,4,18,2,1,1,4,1049,135,410
2500,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
4500,"Chinatown, Boston, MA",4.0,2.0,2,18,1,1,1,3,1093,147,423
2550,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
2650,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1096,133,415
4600,"Chinatown, Boston, MA",4.0,2.0,1,18,1,1,1,3,1097,146,423
2700,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1096,133,415
2700,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
2900,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
7250,"Chinatown, Boston, MA",3.0,3.0,4,18,4,1,1,6,1079,136,413
2800,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1096,133,415
6995,"Chinatown, Boston, MA",3.0,2.0,4,18,4,1,1,6,1079,136,413
5200,"Chinatown, Boston, MA",2.0,3.0,5,18,4,1,1,6,1093,136,416
5200,"Chinatown, Boston, MA",2.0,3.0,5,18,4,1,1,6,1093,136,416
3350,"Chinatown, Boston, MA",1.0,1.0,5,18,4,1,1,6,1093,136,416
3200,"Chinatown, Boston, MA",1.0,1.0,5,18,6,1,1,8,1090,133,415
6350,"Chinatown, Boston, MA",3.0,2.0,4,18,4,1,1,6,1079,136,413
6950,"Chinatown, Boston, MA",3.0,2.0,4,18,4,1,1,6,1079,136,413
6995,"Chinatown, Boston, MA",3.0,2.0,4,18,4,1,1,6,1079,136,413
4000,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
3850,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
3900,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
5800,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
4100,"Chinatown, Boston, MA",1.0,1.5,4,18,4,1,1,6,1079,136,413
7500,"Chinatown, Boston, MA",2.0,2.5,5,18,5,1,1,7,1074,126,407
8250,"Chinatown, Boston, MA",3.0,3.0,4,18,4,1,1,6,1079,136,413
4000,"Chinatown, Boston, MA",1.0,1.5,4,18,4,1,1,6,1079,136,413
5400,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
5400,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
5200,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1090,133,415
4995,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1090,133,415
5000,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
5000,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1090,133,415
5000,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
4000,"Chinatown, Boston, MA",1.0,1.5,5,18,6,1,1,8,1090,133,415
4000,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
4000,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
3950,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
4000,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
3850,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
5800,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
6500,"Chinatown, Boston, MA",2.0,2.5,5,18,6,1,1,8,1090,133,415
6450,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
7500,"Chinatown, Boston, MA",2.0,2.0,5,18,6,1,1,8,1096,133,415
4000,"Chinatown, Boston, MA",1.0,2.0,5,18,4,1,1,6,1093,136,416
4000,"Chinatown, Boston, MA",1.0,1.0,4,18,4,1,1,6,1079,136,413
7900,"Chinatown, Boston, MA",2.0,2.5,4,18,4,1,1,6,1093,136,416
6000,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1079,136,413
5500,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1093,136,416
5750,"Chinatown, Boston, MA",2.0,2.0,4,18,4,1,1,6,1093,136,416
2200,"Chinatown, Boston, MA",1.0,1.0,2,18,1,1,1,3,1087,140,421
30000,"Chinatown, Boston, MA",3.0,3.5,4,18,4,1,1,6,1093,136,416
17000,"Chinatown, Boston, MA",3.0,3.5,4,18,4,1,1,6,1079,136,413
2762,"Chinatown, Boston, MA",2.0,2.0,4,28,4,1,1,6,1110,137,421
3575,"Chinatown, Boston, MA",3.0,2.0,1,18,1,1,1,3,1090,136,421
2612,"Chinatown, Boston, MA",2.0,1.0,4,18,2,1,1,4,1028,133,400
2075,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1058,120,400
2450,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
2650,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1013,118,375
2925,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
2525,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1027,116,381
2600,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1049,121,395
2595,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1043,123,391
2800,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1013,118,375
2625,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1074,127,410
2800,"Beacon Hill, Boston, MA",2.0,1.0,3,20,5,0,1,6,1105,126,421
2750,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2695,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1022,121,377
2100,"Beacon Hill, Boston, MA",1.0,1.0,1,21,8,0,0,8,1061,124,399
3855,"Beacon Hill, Boston, MA",3.0,1.0,1,21,8,0,0,8,1061,124,399
2100,"Beacon Hill, Boston, MA",1.0,1.0,2,21,7,0,0,7,1087,126,417
1900,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1044,117,383
2850,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2950,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1039,125,387
2950,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2895,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1087,126,417
2850,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2950,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1013,118,375
2850,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2950,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1069,126,393
2095,"Beacon Hill, Boston, MA",1.0,1.0,1,21,8,0,0,8,1061,124,399
2200,"Beacon Hill, Boston, MA",1.0,1.0,1,21,8,0,0,8,1061,124,399
3050,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1049,121,395
3125,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1074,127,410
3075,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1074,127,410
3550,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
3095,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1087,126,417
3000,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
2995,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1087,126,417
2250,"Beacon Hill, Boston, MA",1.0,1.0,1,21,8,0,0,8,1074,127,410
2300,"Beacon Hill, Boston, MA",1.0,1.0,3,21,6,0,0,6,1069,126,395
2375,"Beacon Hill, Boston, MA",1.0,1.0,3,21,6,0,0,6,1069,126,395
2790,"Beacon Hill, Boston, MA",1.0,1.0,1,21,7,0,0,7,1067,125,405
2300,"Beacon Hill, Boston, MA",1.0,1.0,1,21,7,0,0,7,1061,124,399
2195,"Beacon Hill, Boston, MA",1.0,1.0,1,21,8,0,0,8,1074,127,410
2300,"Beacon Hill, Boston, MA",1.0,1.0,1,21,6,0,0,6,1058,120,400
3300,"Beacon Hill, Boston, MA",2.0,1.0,1,21,8,0,0,8,1061,124,399
2300,"Beacon Hill, Boston, MA",1.0,1.0,1,21,6,0,0,6,1058,120,400
2500,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1074,127,410
3175,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1070,127,404
3200,"Beacon Hill, Boston, MA",2.0,1.0,3,21,5,0,1,6,1112,129,425
3150,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1069,126,395
3200,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2400,"Beacon Hill, Boston, MA",1.0,1.0,2,20,3,0,0,3,1025,116,388
2395,"Beacon Hill, Boston, MA",1.0,1.0,2,21,7,0,0,7,1087,126,417
2500,"Beacon Hill, Boston, MA",1.0,1.0,1,21,8,0,0,8,1061,124,399
2500,"Beacon Hill, Boston, MA",1.0,1.0,3,21,6,0,0,6,1069,126,395
2500,"Beacon Hill, Boston, MA",1.0,1.0,3,21,7,0,0,7,1049,121,395
3095,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1087,126,417
2295,"Beacon Hill, Boston, MA",1.0,1.0,2,21,7,0,0,7,1087,126,417
2950,"Beacon Hill, Boston, MA",2.0,2.0,4,21,7,0,0,7,1044,117,383
4500,"Beacon Hill, Boston, MA",3.0,1.0,1,21,7,0,0,7,1067,125,405
2575,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1044,117,383
3200,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1036,126,388
2500,"Beacon Hill, Boston, MA",1.0,1.0,2,21,7,0,0,7,1065,128,404
2900,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1049,121,395
3400,"Beacon Hill, Boston, MA",2.0,1.0,1,21,8,0,0,8,1061,124,399
3400,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,998,113,368
3700,"Beacon Hill, Boston, MA",2.0,1.0,1,21,8,0,0,8,1061,124,399
2700,"Beacon Hill, Boston, MA",1.0,1.0,2,21,5,0,1,6,1091,130,404
3000,"Beacon Hill, Boston, MA",1.0,1.0,2,21,7,0,0,7,1070,127,404
3450,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
3500,"Beacon Hill, Boston, MA",2.0,2.0,2,21,5,0,1,6,1112,129,425
3600,"Beacon Hill, Boston, MA",2.0,2.5,1,20,5,0,0,5,1081,121,410
